文件名,子文件,文件后缀,文件大小(B),所有依赖文件个数,总大小(MB),引用次数,文件状态
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DAudioController.cs,.cs,17538,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/seeker_bolt_hit_example.prefab,.prefab,67848,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_005.wav,.wav,77010,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_muzzle.tga,.tga,98348,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_blue.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_006.wav,.wav,188974,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/plasma_beam_flare_blue.prefab,.prefab,53200,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_008.tga,.tga,196652,0,0,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/laser_impulse_flare_001_example.prefab,,.prefab,66216,0,0.0631484985351563,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/vulcan_muzzle_example.prefab,,.prefab,10396,0,0.00991439819335938,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flare_02.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DParticleScale.cs,,.cs,3037,0,0.00289630889892578,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flames_01.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_flare_002.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_flare_001.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flare_01.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DPool.cs,,.cs,4308,0,0.00410842895507813,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_heavy_impact.tga,,.tga,1572908,0,1.50004196166992,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_004.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_spark_bolt.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_fragment_002.tga,,.tga,24620,0,0.0234794616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/Debris_003.tga,,.tga,1048620,0,1.00004196166992,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_heavy_red.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_sparks.tga,,.tga,24620,0,0.0234794616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_bolt.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_005.wav,,.wav,64556,0,0.0615653991699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_spark.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Explosions/Textures/Explosion_001.tga,,.tga,67108882,0,64.0000171661377,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_smoke_01.mat,,.mat,4312,0,0.00411224365234375,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_lightning_006.wav,,.wav,352730,0,0.336389541625977,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flare_02.mat,,.mat,4336,0,0.0041351318359375,1,None
Assets/FORGE3D/Sci-Fi Effects/Shaders/Billboard.shader,,.shader,3617,0,0.00344944000244141,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_flare.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/laser_impulse_muzzle_001_example.prefab,,.prefab,11036,0,0.0105247497558594,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_explosion_01.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/laser_impulse_projectile_001_example.prefab,,.prefab,10896,0,0.0103912353515625,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_003.wav,,.wav,19412,0,0.0185127258300781,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_sparks.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_gun_flare_example.prefab,,.prefab,64392,0,0.0614089965820313,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_flare.mat,,.mat,4272,0,0.0040740966796875,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_004.wav,,.wav,207406,0,0.197797775268555,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_003.wav,,.wav,97476,0,0.0929603576660156,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_006.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Shaders/Heat.shader,,.shader,2570,0,0.00245094299316406,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_beam_001.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_lightning_005_cut.wav,,.wav,36492,0,0.0348014831542969,1,None
Assets/FORGE3D/Sci-Fi Effects/Misc/AudioSource.prefab,,.prefab,7148,0,0.00681686401367188,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_smoke_02.mat,,.mat,4312,0,0.00411224365234375,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_projectile.tga,,.tga,98348,0,0.0937919616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/solo_gun_muzzle_example.prefab,,.prefab,10396,0,0.00991439819335938,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_003_loop.wav,,.wav,226592,0,0.216094970703125,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_flare.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_muzzle_001.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_mortar_002.wav,,.wav,97624,0,0.0931015014648438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_muzzle.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_smoke.mat,,.mat,4304,0,0.0041046142578125,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_fragment.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Explosions/Textures/Explosion_002.tga,,.tga,67108882,0,64.0000171661377,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_beam_blue_example.prefab,,.prefab,70660,0,0.0673866271972656,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_001.wav,,.wav,16670,0,0.0158977508544922,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_003_close.wav,,.wav,43712,0,0.04168701171875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_stream_blue.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_004.wav,,.wav,75680,0,0.072174072265625,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_006.wav,,.wav,48862,0,0.0465984344482422,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flare_001.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_projectile.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DFlameThrower.cs,,.cs,2144,0,0.002044677734375,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flare_01.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DShotgun.cs,,.cs,2452,0,0.00233840942382813,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_008.wav,,.wav,39802,0,0.0379581451416016,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_mortar_001.wav,,.wav,91002,0,0.0867862701416016,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Heat/Textures/heat_003.tga,,.tga,262188,0,0.250041961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_projectile_001.mat,,.mat,4288,0,0.00408935546875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_bolt_01.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DDespawn.cs,,.cs,1565,0,0.00149250030517578,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_004.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_spark.mat,,.mat,4272,0,0.0040740966796875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Flames/Materials/flames_flame_red.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/railgun_flare_003_example.prefab,,.prefab,64960,0,0.06195068359375,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_001.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_star.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Textures/seeker_bolt_muzzle.tga,,.tga,98348,0,0.0937919616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_muzzle_flare_001.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_001.psd,,.psd,98348,0,0.0937919616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_006.wav,,.wav,100908,0,0.0962333679199219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_010.wav,,.wav,52344,0,0.0499191284179688,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_005.wav,,.wav,44150,0,0.0421047210693359,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_002.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_002.wav,,.wav,21122,0,0.0201435089111328,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_008.wav,,.wav,191534,0,0.182661056518555,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Heat/Materials/Flame_Heat_001.mat,,.mat,4344,0,0.00414276123046875,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_002.wav,,.wav,113964,0,0.108684539794922,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/shot_gun_fragment_001_example.prefab,,.prefab,65976,0,0.0629196166992188,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Textures/blank.tga,,.tga,47,0,4.48226928710938E-05,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_007.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flames_02.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_fragment_001.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Shaders/AlphaBlended.shader,,.shader,1964,0,0.00187301635742188,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_flare_001.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DFXController.cs,,.cs,15749,0,0.015019416809082,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_heavy_red.tga,,.tga,393260,0,0.375041961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_blue_001.mat,,.mat,4288,0,0.00408935546875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_explosion_02.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_flare_002.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_beam_heavy_red_example.prefab,,.prefab,71572,0,0.0682563781738281,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_fragment_002.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_ring_001.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_heavy_mpact.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_bolts_001.tga,,.tga,98348,0,0.0937919616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_smoke.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_trail.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_001.wav,,.wav,437488,0,0.417221069335938,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_001.wav,,.wav,128300,0,0.122356414794922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_muzzle.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_002.wav,,.wav,36652,0,0.0349540710449219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_009.wav,,.wav,41568,0,0.039642333984375,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_flare_003.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flare_03.mat,,.mat,4336,0,0.0041351318359375,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_spark.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flames_003.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_spark_002.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_flare_001.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_flare_003.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_spark.tga,,.tga,6188,0,0.00590133666992188,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_blue_002.mat,,.mat,4288,0,0.00408935546875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_004.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_smoke.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_flare_001.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_mortar_003.wav,,.wav,93752,0,0.0894088745117188,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_004.wav,,.wav,52140,0,0.0497245788574219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_001.wav,,.wav,277024,0,0.264190673828125,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_003.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/sniper_beam_example.prefab,,.prefab,10464,0,0.009979248046875,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/sniper_flare_example.prefab,,.prefab,54576,0,0.0520477294921875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_trail_02.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_002.wav,,.wav,195454,0,0.186399459838867,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_shotgun_006.wav,,.wav,60004,0,0.0572242736816406,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_trail_001.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Flames/Textures/flames_red_sprites.tga,,.tga,4718636,0,4.50004196166992,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_spark.mat,,.mat,4272,0,0.0040740966796875,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/solo_gun_flames_01_example.prefab,,.prefab,57680,0,0.0550079345703125,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_muzzle.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_beam_002.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_star_001.tga,,.tga,393260,0,0.375041961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_lightning_008_cut.wav,,.wav,89672,0,0.0855178833007813,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_spark.tga,,.tga,24620,0,0.0234794616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_gun_muzzle_flash_example.prefab,,.prefab,10404,0,0.00992202758789063,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_002.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_beam.mat,,.mat,4272,0,0.0040740966796875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_wave.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_shotgun_002.wav,,.wav,72812,0,0.0694389343261719,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_011.wav,,.wav,64450,0,0.0614643096923828,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_red_002.mat,,.mat,4288,0,0.00408935546875,1,None
Assets/FORGE3D/Sci-Fi Effects/Misc/Billboard_Quad.FBX,,.fbx,13552,0,0.0129241943359375,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DTime.cs,,.cs,3463,0,0.00330257415771484,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_flare_005.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beamflare_blue.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flare_002.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_spark_001.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_ring.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flames_001.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_004.wav,,.wav,146220,0,0.139446258544922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_beam.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_flare_001.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_001.wav,,.wav,118956,0,0.113445281982422,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_wave.mat,,.mat,4272,0,0.0040740966796875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_spark.tga,,.tga,24620,0,0.0234794616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/vulcan_projectile_example.prefab,,.prefab,10888,0,0.0103836059570313,1,None
Assets/FORGE3D/Sci-Fi Effects/Code/F3DLightning.cs,,.cs,7606,0,0.00725364685058594,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_smoke.mat,,.mat,4308,0,0.00410842895507813,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_flare_001.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_006.wav,,.wav,53258,0,0.0507907867431641,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_flare_003.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flare_03.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_flare.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_trail_002.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_flare_001.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_005.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_001.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_smoke.mat,,.mat,4304,0,0.0041046142578125,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_flare_red.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flames_03.tga,,.tga,49196,0,0.0469169616699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_hit_blue.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_006.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flames_02.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/seeker_bolt_muzzle_example.prefab,,.prefab,10396,0,0.00991439819335938,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flames_002.mat,,.mat,4284,0,0.00408554077148438,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_003.wav,,.wav,170398,0,0.162504196166992,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_flare_002.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_flare_002.mat,,.mat,4280,0,0.00408172607421875,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_sniper_004.wav,,.wav,87084,0,0.0830497741699219,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_003.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_003.wav,,.wav,91000,0,0.0867843627929688,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_trail.mat,,.mat,4276,0,0.00407791137695313,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flames_01.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_muzzle.tga,,.tga,196652,0,0.187541961669922,1,None
Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_006.tga,,.tga,49196,0,0.0469169616699219,1,None
